,code,ter,tc,tic
1667,PRQB2,0.83,0.25,
1668,DCBF,1.67,0.10,
1669,OMFA,1.47,0.15,
1670,ISICB,0.02,0.00,
1671,NEIMM,0.01,0.00,
1672,NEICM,0.12,0.00,
1673,NICMM,0.24,0.00,
1674,NEIMC,0.18,0.00,
1675,ACBCB,,,
1676,SMCB4,2.67,0.10,
1677,PIPCB,0.32,0.00,
1678,EIPS,3.34,0.18,
1679,EIPF,2.80,0.16,
1680,INBB,2.88,0.31,
1681,IGBCD,3.38,0.40,
1682,GBFC,3.10,0.40,
1683,GLTZ,0.02,0.00,
1684,INECD,3.23,0.60,
1685,INEF,3.02,0.60,
1686,INEC,2.70,0.47,
1687,IDICZ,0.02,0.02,
1688,CMMA,0.18,0.00,
1689,CBFZ,0.01,0.00,
1690,GOIZ,0.23,0.31,
1691,INGM,3.35,0.01,
1692,GBFZ,0.09,0.40,
1693,EQTZ,0.01,0.60,
1694,ECFZ,0.02,0.47,
1695,INXZ,0.02,0.52,
1696,ABFZ,0.02,0.03,
1697,IABCD,2.63,0.03,
1698,INFG,2.13,0.00,
1699,INCC,2.74,0.45,
1700,CMFZ,0.03,0.03,
1701,ICMCD,3.04,0.03,
1702,CMFC,2.75,0.03,
1703,CPFZ,0.02,0.01,
1704,INCP,2.19,0.01,
1705,AFRZ,0.19,0.62,
1706,AFRA,0.45,0.62,
1707,INIF,2.13,0.52,
1708,IVFCD,3.42,0.25,
1709,INFV,3.18,0.25,
1710,PPFZ,0.01,0.05,
1711,PPFC,2.41,0.05,
1712,IPECD,2.69,0.05,
1713,OPPZ,0.03,0.03,
1714,INB2,2.35,0.03,
1715,IIEA,1.59,,
1716,INDT,1.47,0.41,
1717,INOCD,3.37,0.03,
1718,INOF,2.98,0.03,
1719,MMFD,0.58,0.00,
1720,INTB,2.00,0.00,
1721,CMMCB,0.29,0.00,
1722,MANZ,0.03,0.84,
1723,INMCD,3.51,0.84,
1724,INFM,2.97,0.84,
1725,INHF,2.12,0.01,
1726,HPYPF,0.68,0.00,
1727,HPSDF,1.71,0.09,
1728,HPSBF,1.60,0.18,
1729,HPSAF,1.68,0.24,
1730,PMMD,1.28,0.13,
1731,PMID,0.91,0.04,
1732,PMFD,1.55,0.16,
1733,PSSF,0.02,0.17,
1734,PSSE,1.16,0.17,
1735,PSFD,0.99,0.17,
1736,SMMB3,0.40,0.00,
1737,ABBCC,0.45,0.48,
1738,DPPB,1.66,0.12,
1739,DMPB,1.62,0.15,
1740,PSMF,0.01,0.14,
1741,PMED,1.38,0.32,
1742,PMCD,1.26,0.09,
1743,NICCE,0.78,0.00,
1744,NEICI,0.18,0.00,
1745,HPMCE,0.27,0.00,
1746,GYFFF,0.62,0.00,
1747,GRYFF,0.84,0.01,
1748,GFFF,1.53,,
1749,GPRF,2.01,,
1750,TCEB3,0.51,0.92,
1751,TCEB1,1.49,0.92,
1752,TCEA1,2.13,0.92,
1753,TCCB3,0.71,0.01,
1754,TCCA1,1.11,0.01,
1755,TCCB1,0.76,0.01,
1756,APCA1,1.33,0.08,
1757,ANACM,0.87,0.12,
1758,CWEB4,1.98,0.08,
1759,CECB4,0.89,0.16,
1760,CGSIF,0.81,0.02,
1761,CGSUI,1.13,0.02,
1762,VAGFB,2.82,0.85,
1763,VAGFA,3.42,0.86,
1764,ASBB1,,,
1765,ASBA1,,,
1766,POIF,0.03,0.10,
1767,POIE,0.72,0.10,
1768,POID,0.60,0.10,
1769,PGEE,1.78,0.46,
1770,PFFE,1.78,0.24,
1771,PGEF,1.38,0.45,
1772,PEFE,1.93,0.45,
1773,PBEF,0.01,0.23,
1774,PBFE,1.17,0.23,
1775,PSIE,0.59,0.09,
1776,GAFS,2.59,,
1777,OGDC2,3.15,,
1778,OGBC2,3.31,,
1779,SWFB4,2.60,0.23,
1780,LIVD,0.06,0.17,
1781,STVB6,0.86,0.17,
1782,SVF4,2.69,0.17,
1783,SUC4,1.99,0.00,
1784,SSRF,1.31,0.12,
1785,STSB6,1.02,0.12,
1786,GAES,2.90,,
1787,STSB,2.81,0.12,
1788,SSFB,1.03,0.12,
1789,STAB4,2.40,0.21,
1790,STSF,0.59,0.21,
1791,STSB1,1.15,0.21,
1792,STSQ,0.02,0.21,
1793,STRB6,0.87,0.54,
1794,SQFB,2.48,0.33,
1795,XSGB,1.15,0.07,
1796,XGFA,2.64,0.07,
1797,XSAF,1.68,0.14,
1798,XSAB,1.34,0.14,
1799,XAFA,2.82,0.14,
1800,VCSB2,0.89,,
1801,VCPB1,1.43,0.03,
1802,VPCFC,1.71,0.03,
1803,SAGB4,1.35,0.29,
1804,SGEB,2.41,0.29,
1805,XSDF,1.63,0.12,
1806,XSDB,1.28,0.12,
1807,XDFA,2.77,0.12,
1808,VCSB1,1.00,,
1809,VPCFU,1.30,,
1810,VCFB2,0.87,0.01,
1811,VCFB1,0.98,0.01,
1812,VPCFF,1.27,0.01,
1813,VCPB2,1.31,0.03,
1814,MVLT,1.64,0.40,
1815,MVLA,1.95,0.40,
1816,MVLI,2.40,0.17,
1817,GAMS,2.04,,
1818,GADS,3.16,,
1819,GABS,3.12,,
1820,OGFC2,2.82,,
1821,SPFB,2.41,0.26,
1822,STPB6,0.69,0.08,
1823,PIB4,2.39,0.08,
1824,SPIFB1,1.14,0.08,
1825,BARB3,0.19,0.12,
1826,BARB1,0.88,0.12,
1827,BARA1,1.34,0.12,
1828,MVIPB,1.17,0.07,
1829,MVIPA,1.47,0.07,
1830,REFCC,0.50,0.88,
1831,REEF,0.79,0.88,
1832,BCIB6,0.60,0.23,
1833,OBSFA,2.37,0.12,
1834,OBGFA,2.37,0.37,
1835,SGBB1,1.05,0.09,
1836,SABB5,0.57,0.00,
1837,MDBFA,0.51,0.00,
1838,PIMFB,0.43,0.04,
1839,DIVTRX,0.30,0.00,
1840,LVLTRX,0.61,0.00,
1841,PREFTX,0.56,0.00,
1842,BBCCF,1.65,0.12,
1843,BBBCF,1.78,0.29,
1844,REFCZ,0.05,0.88,
1845,SMIA3,0.47,0.53,
1846,STIA3,0.37,0.30,
1847,NSWA1,2.52,0.12,
1848,NSFA1,1.20,0.22,
1849,IWIEF,1.46,0.30,
1850,IWIBF,1.94,0.17,
1851,ISSGF,1.54,0.00,
1852,AOIB1,1.96,0.09,
1853,AMIB1,1.79,0.06,
1854,AOEB1,2.86,0.00,
1855,SGCCD,1.56,0.08,
1856,KASCB,1.11,0.57,
1857,KAPB1,1.22,0.37,
1858,KIECB,1.13,0.27,
1859,KAICB,1.03,0.16,
1860,KEAB1,1.05,0.46,
1861,KEAA1,0.94,0.46,
1862,KABCB,1.09,0.49,
1863,AOPB1,2.04,0.17,
1864,AMOB1,1.98,0.14,
1865,AAECC,1.88,1.57,
1866,AAECA,1.29,1.57,
1867,SBFCA,0.44,0.08,
1868,SCSCD,1.76,0.19,
1869,SYCCD,1.58,0.16,
1870,OBBFA,2.27,0.30,
1871,BAEFC,1.48,0.87,
1872,BAEF,1.48,0.87,
1873,BCIB5,0.56,0.33,
1874,BCIB4,0.46,0.22,
1875,OMMUB,0.36,0.00,
1876,OIFFD,1.82,0.00,
1877,OCIPEC,1.19,0.00,
1878,OCIPEB,1.21,0.00,
1879,OCIFD,1.69,0.00,
1880,OCIFC,1.69,0.00,
1881,OCIFB,1.69,0.00,
1882,OCINFC,0.10,0.00,
1883,OCINFB,0.65,0.00,
1884,OCEFD,1.61,0.04,
1885,OCEFC,0.48,0.04,
1886,OCEFB,1.59,0.04,
1887,OCBSFC,0.36,0.02,
1888,OCBSFB,1.49,0.02,
1889,OBOFB,0.33,0.00,
1890,OBOFA,0.69,0.00,
1891,OBSFD,1.62,0.02,
1892,PEAQF,2.52,0.57,
1893,PEAA3,1.50,0.57,
1894,MDFF,1.72,0.85,
1895,CBPFD,1.62,0.03,
1896,CBPFC,0.48,0.03,
1897,CBPFB,1.62,0.03,
1898,OCBHFC,0.46,0.03,
1899,OCBHFB,1.58,0.03,
1900,OBOFD,0.58,0.00,
1901,OBSFC,0.50,0.02,
1902,OBSFB,1.59,0.02,
1903,GMMF,0.28,0.02,
1904,PGGA3,3.24,0.00,
1905,OBUTB,1.65,0.02,
1906,SAB10,0.44,0.01,
1907,PGCA3,3.16,0.00,
1908,PLPB2,0.82,0.02,
1909,PLPB1,1.10,0.02,
1910,PLPA1,1.39,0.02,
1911,OMIF,1.44,0.01,
1912,OMBF,2.47,0.14,
1913,OPPF,0.59,0.03,
1914,AFRE,0.41,0.62,
1915,OIFFC,1.82,0.00,
1916,OIFFB,1.83,0.00,
1917,OPEFD,1.15,0.05,
1918,OPEFC,0.02,0.05,
1919,OPEFB,1.16,0.05,
1920,OMMUC,0.02,0.00,
1921,OGEND,1.16,0.05,
1922,OGENC,0.02,0.05,
1923,OGENB,1.14,0.05,
1924,OCIPED,1.21,0.00,
1925,FIVFB1,2.80,0.14,
1926,FISFB1,3.17,0.15,
1927,FIMFB1,2.97,0.24,
1928,FIJFB1,2.52,0.02,
1929,FIFFB1,3.27,0.00,
1930,FECB4,1.56,0.20,
1931,FOCB4,1.57,0.08,
1932,MIFC,0.86,0.01,
1933,MDGC,0.86,0.26,
1934,SYDB4,1.39,0.07,
1935,APSMB,3.12,0.10,
1936,APSMA,1.93,0.10,
1937,APACB,3.05,0.08,
1938,APACA,1.86,0.08,
1939,HPYCD,0.09,0.00,
1940,HPPCD,0.15,0.16,
1941,HPECD,0.05,0.52,
1942,HPDCD,0.04,0.00,
1943,OSAB4,0.99,0.03,
1944,SYCB4,1.10,0.04,
1945,ANABC,3.12,0.22,
1946,ANABB,1.81,0.22,
1947,ANABA,2.21,0.22,
1948,AAMEC,2.89,0.40,
1949,AAMEB,1.07,0.40,
1950,AAMEA,1.64,0.40,
1951,APSEB,3.51,0.31,
1952,APSEA,2.38,0.31,
1953,APMGB,3.20,0.12,
1954,APMGA,2.01,0.12,
1955,ANCCA,2.02,0.12,
1956,ANAME,1.61,0.17,
1957,ANAMD,3.20,0.17,
1958,ANAMC,3.03,0.17,
1959,ANAMB,1.72,0.17,
1960,ANAMA,2.12,0.17,
1961,ANABE,1.70,0.22,
1962,ANABD,3.29,0.22,
1963,OPPG,1.79,0.03,
1964,SGIB1,1.97,0.28,
1965,NFACA,0.99,0.03,
1966,NFAC1,0.62,0.07,
1967,NFABB,2.67,0.07,
1968,NFABA,0.98,0.07,
1969,ANACE,1.50,0.12,
1970,ANACD,3.10,0.12,
1971,ANACC,2.93,0.12,
1972,ANCCB,1.62,0.12,
1973,PIMCB,0.44,0.25,
1974,SGEA1,2.14,0.28,
1975,FIEU,2.02,0.37,
1976,INVI,0.42,0.52,
1977,INAM,2.36,0.84,
1978,INVA,2.26,0.25,
1979,GBFB,2.13,0.40,
1980,GCFF,2.70,0.15,
1981,INVF,1.37,0.25,
1982,INHI,0.92,0.01,
1983,MTBM,1.33,0.84,
1984,HUEF,1.66,0.20,
1985,STPF,1.74,0.27,
1986,MAPF,2.25,0.15,
1987,INOP,2.13,0.03,
1988,FGFB,2.09,0.01,
1989,HOFA1,2.41,0.24,
1990,INMA,2.34,0.84,
1991,INGO,1.91,0.31,
1992,INAH,0.92,0.01,
1993,ISGE,2.46,0.00,
1994,GIMM,0.31,0.00,
1995,INGL,1.16,0.00,
1996,MTFF,0.98,0.00,
1997,FGFA,2.09,0.01,
1998,RCCA,1.50,0.13,
1999,RMBF,1.41,0.07,
2000,RBFA,1.69,0.07,
2001,REFA,1.37,0.13,
2002,RICA,1.17,0.03,
2003,PDMC,3.17,0.29,
2004,SPRT,1.27,0.16,
2005,RMBI,2.09,0.00,
2006,MAFC,2.44,0.15,
2007,MASA,2.80,0.30,
2008,PSFF,2.81,0.16,
2009,RMEF,1.16,0.13,
2010,PHYA,0.61,0.05,
2011,PRCB,0.84,0.11,
2012,RMFA,0.94,0.20,
2013,RBFB,2.85,0.07,
2014,RMTB,2.70,0.20,
2015,RMFS,1.46,0.16,
2016,RMBB7,0.89,0.00,
2017,RSOA,1.45,0.23,
2018,PEPI,0.76,0.12,
2019,RMMF,0.89,0.00,
2020,RMFF,2.71,0.16,
2021,RMFB,2.46,0.01,
2022,RMGF,0.89,0.00,
2023,APFF,1.73,0.23,
2024,MQCP,2.28,0.13,
2025,DGREFF,1.86,0.03,
2026,SIVB7,0.71,0.30,
2027,SMBB1,0.58,0.00,
2028,SMEB5,0.59,0.21,
2029,SSGB4,0.82,0.04,
2030,NEIC,0.88,0.07,
2031,NEXS,1.02,0.12,
2032,NIVB,1.28,0.12,
2033,PSPR,2.57,0.05,
2034,PPRQA3,1.43,0.05,
2035,AIICB,2.67,0.01,
2036,ABICA,1.62,0.01,
2037,MPRB1,0.13,0.01,
2038,MDYB8,0.57,0.01,
2039,NIRB,1.28,0.19,
2040,NIOB,1.13,0.40,
2041,NGOB,2.84,0.40,
2042,MEEB3,0.10,0.48,
2043,PRIFC,2.29,0.02,
2044,PIPFA3,1.15,0.02,
2045,MEAB1,2.40,0.13,
2046,NEIO,1.87,0.40,
2047,NIMC,1.34,,
2048,GEFF,1.15,0.06,
2049,NEIG,1.16,0.02,
2050,MEEB1,0.73,0.48,
2051,MEEA1,1.24,0.48,
2052,MARB3,0.30,0.21,
2053,MARB2,0.47,0.21,
2054,MARB1,0.93,0.21,
2055,FDGB,1.74,0.36,
2056,FDGA,1.70,0.36,
2057,PPMA2,1.26,0.15,
2058,PMFA2,1.44,0.20,
2059,PPFA2,0.68,0.03,
2060,PEFA2,1.22,0.28,
2061,PEYA2,0.40,0.00,
2062,PCFA2,1.11,0.05,
2063,PPBA2,1.31,0.32,
2064,MARA1,1.44,0.21,
2065,ABPB3,0.25,0.07,
2066,ABPA2,0.82,0.07,
2067,ABPA1,1.26,0.07,
2068,AFEB1,2.07,,
2069,PREQF,2.87,0.43,
2070,PREIB,0.18,0.85,
2071,PREI3,1.61,0.85,
2072,PREI2,0.93,0.85,
2073,PREI1,1.32,0.85,
2074,MHID,0.97,0.01,
2075,ABBFB,1.03,0.83,
2076,OMAEB0,0.02,0.25,
2077,OMIB5,0.55,0.41,
2078,OMMRB2,1.09,0.16,
2079,AGPFB3,0.57,0.21,
2080,AGPFA1,0.96,0.21,
2081,GEIGA,1.79,0.13,
2082,IWIBHB,1.23,0.31,
2083,IWIBHA,1.72,0.31,
2084,MWDD,1.50,0.15,
2085,MPFD,1.27,0.14,
2086,FSEB5,0.35,0.05,
2087,ESFB1,1.35,0.11,
2088,ESCB1,1.20,0.08,
2089,ESIB1,1.24,0.11,
2090,ESBB1,1.29,0.13,
2091,PBMFA,1.97,0.10,
2092,PBCFA,1.74,0.06,
2093,PBBFA,1.70,0.07,
2094,ESWB1,1.50,0.12,
2095,REFC1,1.19,0.88,
2096,RPFCT,1.26,0.14,
2097,RPFC1,1.28,0.14,
2098,SUPCL,0.30,,
2099,ISSYT,0.47,,
2100,CEB2,1.02,0.16,
2101,CEQB,2.54,0.16,
2102,STXRAF,0.51,0.00,
2103,CFPPB,1.60,0.12,
2104,CFPPA,1.32,0.12,
2105,NPWSA,1.61,0.16,
2106,NPWGA,1.36,0.17,
2107,NPWDA,1.10,0.08,
2108,NPWCA,1.08,0.03,
2109,NPWBA,1.25,0.13,
2110,SSIEA,0.73,0.01,
2111,CBB2,1.35,0.12,
2112,COBB,3.04,0.06,
2113,IWIDEB,0.99,0.97,
2114,IWIDEA,1.63,0.97,
2115,IWIBHH,1.43,0.31,
2116,CCB4,1.41,0.07,
2117,CCB3,1.30,0.08,
2118,CCPT,1.70,0.07,
2119,CCPB,2.94,0.07,
2120,CSBB,2.11,0.00,
2121,CBPB,2.89,0.12,
2122,CBDCB3,1.50,0.06,
2123,PMFB,1.40,0.13,
2124,PAMF,1.97,0.13,
2125,PBBF,1.91,0.23,
2126,PREDC,2.63,0.85,
2127,PEQB,0.42,0.43,
2128,PEQ3,1.85,0.43,
2129,PEQ2,1.17,0.43,
2130,PREQ,1.56,0.43,
2131,PDFCD,0.16,0.16,
2132,MDAF,2.52,0.30,
2133,MABB,1.63,0.15,
2134,MTRB,0.05,1.44,
2135,ASWSB3,1.01,0.01,
2136,ASWFB3,0.81,0.03,
2137,MVSI,1.53,0.09,
2138,MVBI,1.63,0.22,
2139,STAB2,2.28,0.50,
2140,SAPB1,4.37,0.50,
2141,OBUTD,1.70,0.02,
2142,OBUTC,0.57,0.02,
2143,PRBA3,1.63,0.25,
2144,MSAB,0.63,0.52,
2145,MSMT,1.20,0.52,
2146,MSIB,0.57,0.02,
2147,MSIL,1.38,0.02,
2148,MADA,1.73,0.18,
2149,MFOB,0.03,0.19,
2150,MOCC,1.92,0.07,
2151,MSVB,0.92,0.04,
2152,MFCB9,0.98,0.07,
2153,NICS,0.70,0.00,
2154,PAIH,1.00,0.09,
2155,GSLB1,1.23,0.19,
2156,GSEF,1.56,0.19,
2157,GSFA1,0.74,0.01,
2158,MEB11,0.01,0.13,
2159,MEB10,0.77,0.13,
2160,MFFB3,1.99,0.09,
2161,MBSCA,1.53,0.09,
2162,MBBCA,1.83,0.13,
2163,AIEFC,0.40,0.00,
2164,GSFI,1.17,0.01,
2165,GSBB1,1.26,0.26,
2166,GSBF,1.60,0.26,
2167,SMFB5,0.93,0.14,
2168,SAMB5,0.94,0.18,
2169,SCMB5,1.04,0.05,
2170,SMCB5,1.41,0.10,
2171,SAFB5,0.94,0.21,
2172,SAIB7,1.43,0.01,
2173,NIMCT,0.75,0.00,
2174,NIMCF,0.43,0.00,
2175,SIGB2,1.14,0.46,
2176,SIB10,0.13,0.16,
2177,SPIB1,0.04,0.07,
2178,SPIA1,0.72,0.07,
2179,SLPB3,0.98,0.63,
2180,SLPB2,0.03,0.63,
2181,SBPB1,0.11,0.35,
2182,SPBA1,0.97,0.35,
2183,SPPB3,0.74,0.07,
2184,SPPB2,0.02,0.07,
2185,SLPB1,0.16,0.63,
2186,SLPA1,1.19,0.63,
2187,SPLB3,1.57,0.20,
2188,SPLB2,0.40,0.20,
2189,SPLB1,0.43,0.20,
2190,SPLA1,1.37,0.20,
2191,SBPB3,1.25,0.35,
2192,SBPB2,0.06,0.35,
2193,ASCFFA,0.75,0.17,
2194,FDBB4,1.62,0.24,
2195,FDBB3,0.80,0.24,
2196,FDBCB,0.08,0.24,
2197,FCFCR,1.35,0.20,
2198,FCFB4,1.59,0.19,
2199,FCFB3,0.88,0.20,
2200,FCFB2,0.92,0.19,
2201,FCFB1,1.08,0.20,
2202,AMAC2,1.03,0.06,
2203,ASGFFA,0.59,0.11,
2204,ASCB1,0.61,0.17,
2205,WMECA,1.32,0.00,
2206,PCBA3,5.43,0.00,
2207,PCBA2,4.57,0.00,
2208,PCBA1,4.58,0.00,
2209,ABPC1,1.17,0.49,
2210,TSFCC,1.77,0.26,
2211,MCPCC,0.81,0.04,
2212,VMACD,1.41,0.21,
2213,OPPJ,1.17,0.03,
2214,HPPFC,1.26,0.16,
2215,HPMMF,0.38,0.00,
2216,HPEFB,1.31,0.52,
2217,HPDIF,0.80,0.00,
2218,27FSA3,1.22,0.16,
2219,27FSA2,1.50,0.16,
2220,27FPA3,1.26,0.26,
2221,27FPA2,1.54,0.26,
2222,PCBB3,4.01,0.00,
2223,EGEB,2.35,0.30,
2224,MOIB2,0.95,0.08,
2225,MOIB1,0.10,0.08,
2226,MIPP,1.24,0.08,
2227,MBSB9,1.02,0.28,
2228,MBSB7,1.02,0.28,
2229,MBBB5,1.47,0.27,
2230,MBBB4,2.56,0.28,
2231,MBBB3,0.07,0.28,
2232,MBBB2,1.41,0.28,
2233,MMMA,2.01,0.08,
2234,CSMA,3.37,0.30,
2235,PBQFC,2.32,0.14,
2236,PBQA2,0.62,0.14,
2237,MVFD,2.06,0.14,
2238,MVAL,1.49,0.14,
2239,MCAC,3.03,0.03,
2240,MCAA,1.32,0.03,
2241,MSAR,1.84,0.13,
2242,MEME,1.76,0.27,
2243,CIMS,2.42,0.10,
2244,MVAC,3.20,0.14,
2245,MEID,1.51,0.00,
2246,MEIC,2.65,0.00,
2247,MEIA,0.90,0.00,
2248,MCAD,1.89,0.03,
2249,ASMBB3,0.76,0.03,
2250,ASEFB1,1.00,0.34,
2251,MCGP,1.17,0.19,
2252,MCIN,1.20,0.00,
2253,STB10,0.18,0.12,
2254,SICB4,2.52,0.05,
2255,SPFB6,0.42,0.10,
2256,MORB1,0.10,0.33,
2257,MOB12,0.08,0.20,
2258,MOB10,0.01,0.00,
2259,MOMB8,0.04,0.00,
2260,MOEB9,0.02,0.13,
2261,MOBB9,0.04,0.00,
2262,ASIB1,0.78,0.00,
2263,ASTRB4,1.05,0.13,
2264,MEYB4,0.25,0.00,
2265,MPWB,0.91,0.01,
2266,SMMB7,0.35,0.02,
2267,SPFB4,0.20,0.10,
2268,SPFB8,0.60,0.10,
2269,SMPB2,0.03,0.10,
2270,MAIF,2.16,0.08,
2271,FIPCR,1.21,0.43,
2272,MSB10,0.05,0.28,
2273,PMBGPF,0.92,0.28,
2274,ABAIA,2.16,0.00,
2275,FBBFA,1.38,,
2276,CBCIFB,1.08,2.25,
2277,ABDSA,1.80,0.14,
2278,ABDAA,2.30,0.29,
2279,ABDGA,2.72,0.67,
2280,PHEFA,0.77,0.18,
2281,OSWFB2,2.02,,
2282,OSWFB1,2.30,,
2283,ABIPFB,0.63,0.02,
2284,ABGEFB,1.29,,
2285,ABCPFB,1.10,0.14,
2286,TMPWB,1.74,,
2287,TMPIB,1.24,,
2288,TMPGB,1.98,,
2289,IMBFB,0.28,0.15,
2290,MFOD2,0.95,0.19,
2291,RVTCT,1.26,0.13,
2292,RVTC1,1.19,0.13,
2293,VBEB23,0.53,0.26,
2294,VBEB18,0.44,0.26,
2295,ABWWFB,1.21,0.43,
2296,ABCEFB,1.43,0.24,
2297,ASCFC,2.42,0.87,
2298,EGEC,1.57,0.31,
2299,RMWFB,1.56,0.25,
2300,IMWFB,0.26,0.22,
2301,AARFA,2.05,0.44,
2302,PIPD,0.16,0.11,
2303,ASEFA3,0.99,0.20,
2304,ASCFA,2.71,0.87,
2305,NIGFCA,0.60,,
2306,BIPFD,0.39,0.01,
2307,ABARD,0.54,0.44,
2308,ABSFB,0.97,0.17,
2309,ABSMB,1.08,0.53,
2310,LBPB1,1.38,0.48,
2311,PAEFB1,3.91,1.42,
2312,PAEFA1,4.49,1.42,
2313,AGTBC,,,
2314,AGTBA,,,
2315,OSGFB2,1.41,,
2316,OSGFB1,1.69,,
2317,OSCFB2,1.30,,
2318,OSCFB1,1.58,,
2319,LBPB3,0.42,0.48,
2320,LBPA2,1.52,0.48,
2321,LBPA1,1.69,0.48,
2322,PAEFB3,2.77,1.42,
2323,AWWFM,1.30,0.09,
2324,ANAMM,0.94,0.17,
2325,SRFB2,0.64,0.25,
2326,STRB1,0.64,0.25,
2327,SRIA3,0.77,0.25,
2328,SRIA2,0.88,0.25,
2329,SARIF,0.69,0.25,
2330,STPIC,0.03,0.05,
2331,SPTB2,0.29,0.05,
2332,STPB1,0.29,0.05,
2333,MCPFB1,0.69,0.13,
2334,MCPFA,0.71,0.13,
2335,APAE1,1.92,0.31,
2336,APMGA1,1.54,0.12,
2337,APMA1,1.44,0.10,
2338,ANABM,1.10,0.22,
2339,CBEF1,0.15,0.57,
2340,CBIF2,0.67,0.00,
2341,CBIF1,0.63,0.00,
2342,STRIC,0.25,0.25,
2343,SLEA2,0.61,0.10,
2344,SLEA1,0.76,0.10,
2345,MDSFA,1.85,0.06,
2346,STDB1,0.38,0.30,
2347,SDIA2,0.44,0.30,
2348,SADIF,0.54,0.30,
2349,STAB1,0.41,0.22,
2350,SAIA3,0.36,0.22,
2351,SAIA2,0.48,0.22,
2352,SAAIF,0.54,0.22,
2353,SEWA2,0.50,0.42,
2354,SAEWT,0.52,0.42,
2355,STDIC,0.10,0.30,
2356,SDXB2,0.38,0.30,
2357,SDIA3,0.41,0.30,
2358,STBB1,0.30,0.04,
2359,SBIA2,0.37,0.04,
2360,SABIF,0.52,0.04,
2361,STAIC,0.13,0.22,
2362,SLIB2,0.41,0.22,
2363,SPIA3,0.24,0.05,
2364,SPIA2,0.35,0.05,
2365,SAPIF,0.52,0.05,
2366,STEWC,0.16,0.42,
2367,SETB2,0.44,0.42,
2368,STWB1,0.44,0.42,
2369,SEWA3,0.45,0.42,
2370,STBIC,0.05,0.04,
2371,SBDB2,0.30,0.04,
2372,SBIA3,0.27,0.04,
2373,PWBF,1.16,0.15,
2374,TRGEC,0.88,0.69,
2375,TRFCB,0.89,0.53,
2376,TRFCA,1.46,0.53,
2377,NPPCB,2.01,0.09,
2378,NPPIB,2.18,0.06,
2379,NPPBB,2.11,0.07,
2380,OCBHFD,1.59,0.03,
2381,OCINFA,0.66,0.00,
2382,OCBSFD,1.48,0.02,
2383,TRGEB,0.88,0.69,
2384,TRGEA,1.46,0.69,
2385,TRFCC,0.89,0.53,
2386,SAVZ,0.03,0.24,
2387,DTR40B,1.23,0.29,
2388,DTR15B,1.32,0.16,
2389,IDICC,2.43,0.02,
2390,DTR10B,1.62,0.15,
2391,RCFBE,1.58,0.30,
2392,RECBFA,1.37,0.58,
2393,27SA1,1.67,0.09,
2394,FASFF,0.65,0.34,
2395,FASFS,2.22,0.34,
2396,FASA1,1.37,0.34,
2397,DTR35B,1.22,0.26,
2398,DTR30B,1.22,0.24,
2399,DTR25B,1.22,0.21,
2400,DTR20B,1.25,0.18,
2401,RECMMB,0.02,0.00,
2402,RECMMA,0.19,0.00,
2403,27SB3,0.76,0.09,
2404,27SB1,1.10,0.09,
2405,CGFT,2.33,0.23,
2406,CGGE,1.70,0.52,
2407,STBB5,1.27,0.12,
2408,SBCB5,1.09,0.06,
2409,SPIB5,1.08,0.08,
2410,SVFB5,1.08,0.17,
2411,BAWA,2.41,0.24,
2412,MFFF,2.08,0.00,
2413,MOFA1,1.85,0.03,
2414,MPCF,1.73,0.07,
2415,NIPAC,0.87,0.12,
2416,NIPCA,1.16,0.12,
2417,BCEEF,0.54,0.19,
2418,NCPFF,1.20,0.08,
2419,NWAFF,1.42,0.22,
2420,SEYB3,0.02,0.02,
2421,SEYB2,0.36,0.02,
2422,SEYB1,0.49,0.02,
2423,SEYA1,0.49,0.02,
2424,KASF,1.56,0.57,
2425,KAIB,1.48,0.16,
2426,KABF,1.55,0.49,
2427,OBEFC,1.14,0.80,
2428,DSPA1,0.64,0.91,
2429,DSFA1,1.04,2.33,
2430,DAAB2,1.29,0.22,
2431,CBBFD,1.98,0.16,
2432,MGFM,2.99,0.23,
2433,SPEB2,1.00,0.16,
2434,SPEB1,1.28,0.16,
2435,SPEA1,1.86,0.16,
2436,CMBA,1.87,0.24,
2437,HHBPA,1.97,0.54,
2438,DSBIA,0.15,0.00,
2439,DAPB2,1.14,0.08,
2440,AMPA2,1.30,0.54,
2441,APFA1,1.59,0.54,
2442,AGFA1,1.91,0.03,
2443,ATRA1,1.35,0.06,
2444,ABFA1,1.31,0.09,
2445,ASEA2,1.16,0.25,
2446,ASEA1,1.16,0.26,
2447,OMSRFA,3.65,0.15,
2448,OMSAB4,2.48,0.15,
2449,OMSAFA,3.09,0.15,
2450,AARFB,0.93,0.43,
2451,AMIA1,1.36,0.02,
2452,AMBA1,1.13,0.04,
2453,AMEA2,1.73,0.33,
2454,AMMEA1,2.01,0.33,
2455,AMPFA2,1.18,0.20,
2456,AMMPA1,1.41,0.20,
2457,TBSFD,0.47,0.04,
2458,BBASFB,1.68,0.52,
2459,BASFS,0.28,0.54,
2460,BEIFC,0.47,0.00,
2461,OMSRB4,3.06,0.15,
2462,PCBFB,,,
2463,OBEFA,1.71,0.82,
2464,UBBFB,1.65,0.45,
2465,BSGFA,1.18,0.00,
2466,MDHFA,2.30,0.28,
2467,OSEB4,0.77,0.97,
2468,OSEB3,0.35,0.97,
